# Year   Month    running    running
#                 mean SSN   std SSN
  1933      03        3.13      0.74
  1933      04        3.10      0.75
  1933      05        3.02      0.78
  1933      06        2.90      0.80
  1933      07        2.77      0.77
  1933      08        2.65      0.61
  1933      09        2.55      0.40
  1933      10        2.57      0.42
  1933      11        2.72      0.66
  1933      12        2.83      0.79
  1934      01        2.88      0.79
  1934      02        2.97      0.78
  1934      03        3.02      0.76
  1934      04        3.03      0.75
  1934      05        3.10      0.72
  1934      06        3.24      0.68
  1934      07        3.43      0.71
  1934      08        3.60      0.80
  1934      09        3.78      0.87
  1934      10        3.89      0.87
  1934      11        3.92      0.91
  1934      12        4.14      1.19
  1935      01        4.46      1.42
  1935      02        4.71      1.46
  1935      03        5.03      1.47
  1935      04        5.44      1.47
  1935      05        5.90      1.54
  1935      06        6.33      1.61
  1935      07        6.70      1.66
  1935      08        7.07      1.73
  1935      09        7.47      1.79
  1935      10        7.93      1.65
  1935      11        8.30      1.36
  1935      12        8.49      1.24
  1936      01        8.64      1.17
  1936      02        8.90      1.02
  1936      03        9.19      0.85
  1936      04        9.41      0.78
  1936      05        9.64      0.92
  1936      06        9.92      1.15
  1936      07       10.24      1.36
  1936      08       10.53      1.52
  1936      09       10.67      1.58
  1936      10       10.75      1.58
  1936      11       10.99      1.52
  1936      12       11.29      1.44
  1937      01       11.66      1.33
  1937      02       12.00      1.19
  1937      03       12.18      1.11
  1937      04       12.33      0.97
  1937      05       12.32      1.05
  1937      06       12.14      1.20
  1937      07       11.99      1.23
  1937      08       11.90      1.20
  1937      09       11.89      1.17
  1937      10       11.89      1.16
  1937      11       11.91      1.18
  1937      12       11.88      1.18
  1938      01       11.85      1.25
  1938      02       11.85      1.30
  1938      03       11.77      1.28
  1938      04       11.68      1.28
  1938      05       11.73      1.23
  1938      06       11.86      1.16
  1938      07       11.83      1.18
  1938      08       11.69      1.26
  1938      09       11.53      1.37
  1938      10       11.49      1.44
  1938      11       11.49      1.43
  1938      12       11.47      1.41
  1939      01       11.33      1.24
  1939      02       11.16      0.99
  1939      03       11.20      0.98
  1939      04       11.24      1.00
  1939      05       11.09      1.02
  1939      06       10.80      1.25
  1939      07       10.57      1.51
  1939      08       10.43      1.62
  1939      09       10.43      1.62
  1939      10       10.36      1.60
  1939      11       10.06      1.57
  1939      12        9.84      1.50
  1940      01        9.72      1.43
  1940      02        9.64      1.40
  1940      03        9.52      1.31
  1940      04        9.30      1.17
  1940      05        9.17      1.14
  1940      06        9.21      1.09
  1940      07        9.26      1.05
  1940      08        9.18      1.13
  1940      09        9.01      1.18
  1940      10        8.80      1.26
  1940      11        8.61      1.44
  1940      12        8.45      1.47
  1941      01        8.37      1.41
  1941      02        8.23      1.22
  1941      03        8.10      0.97
  1941      04        8.07      0.97
  1941      05        7.96      1.00
  1941      06        7.76      1.03
  1941      07        7.60      1.05
  1941      08        7.59      1.07
  1941      09        7.63      1.08
  1941      10        7.73      1.08
  1941      11        7.80      1.11
  1941      12        7.57      1.39
  1942      01        7.18      1.61
  1942      02        6.84      1.65
  1942      03        6.50      1.61
  1942      04        6.19      1.55
  1942      05        6.04      1.53
  1942      06        5.97      1.53
  1942      07        5.82      1.58
  1942      08        5.61      1.52
  1942      09        5.43      1.34
  1942      10        5.22      1.02
  1942      11        5.04      0.74
  1942      12        4.96      0.80
  1943      01        4.91      0.86
  1943      02        4.88      0.87
  1943      03        4.83      0.91
  1943      04        4.72      0.99
  1943      05        4.55      1.01
  1943      06        4.43      0.96
  1943      07        4.35      1.01
  1943      08        4.14      1.11
  1943      09        3.89      1.05
  1943      10        3.64      0.94
  1943      11        3.41      0.90
  1943      12        3.32      0.91
  1944      01        3.25      0.91
  1944      02        3.18      0.88
  1944      03        3.20      0.88
  1944      04        3.28      0.94
  1944      05        3.34      0.98
  1944      06        3.39      1.06
  1944      07        3.52      1.15
  1944      08        3.70      1.12
  1944      09        3.84      1.10
  1944      10        4.07      1.14
  1944      11        4.40      1.13
  1944      12        4.72      1.11
  1945      01        5.06      1.08
  1945      02        5.27      1.03
  1945      03        5.40      1.02
  1945      04        5.70      1.26
  1945      05        6.07      1.42
  1945      06        6.24      1.37
  1945      07        6.37      1.36
  1945      08        6.76      1.47
  1945      09        7.23      1.60
  1945      10        7.60      1.68
  1945      11        7.93      1.75
  1945      12        8.23      1.78
  1946      01        8.58      1.91
  1946      02        9.06      1.98
  1946      03        9.52      1.84
  1946      04        9.79      1.79
  1946      05       10.09      1.85
  1946      06       10.57      1.67
  1946      07       10.88      1.35
  1946      08       10.85      1.33
  1946      09       10.74      1.42
  1946      10       10.67      1.48
  1946      11       10.70      1.49
  1946      12       10.75      1.48
  1947      01       10.66      1.44
  1947      02       10.52      1.38
  1947      03       10.44      1.35
  1947      04       10.34      1.32
  1947      05       10.12      1.23
  1947      06        9.79      1.02
  1947      07        9.61      0.86
  1947      08        9.53      0.98
  1947      09        9.41      1.13
  1947      10        9.41      1.22
  1947      11        9.44      1.22
  1947      12        9.41      1.19
  1948      01        9.40      1.19
  1948      02        9.34      1.15
  1948      03        9.27      1.11
  1948      04        9.20      1.08
  1948      05        9.11      1.10
  1948      06        9.10      1.13
  1948      07        9.14      1.12
  1948      08        9.29      1.08
  1948      09        9.53      0.96
  1948      10        9.57      0.83
  1948      11        9.43      0.81
  1948      12        9.27      0.81
  1949      01        9.17      0.80
  1949      02        9.09      0.79
  1949      03        9.04      0.77
  1949      04        9.04      0.78
  1949      05        9.11      0.73
  1949      06        9.16      0.69
  1949      07        9.10      0.73
  1949      08        8.94      0.75
  1949      09        8.73      0.69
  1949      10        8.61      0.62
  1949      11        8.56      0.58
  1949      12        8.50      0.64
  1950      01        8.38      0.71
  1950      02        8.28      0.75
  1950      03        8.06      0.89
  1950      04        7.77      1.00
  1950      05        7.50      1.02
  1950      06        7.21      1.02
  1950      07        6.99      1.06
  1950      08        6.85      1.06
  1950      09        6.69      1.04
  1950      10        6.55      0.95
  1950      11        6.51      0.87
  1950      12        6.52      0.88
  1951      01        6.48      0.88
  1951      02        6.36      0.84
  1951      03        6.37      0.83
  1951      04        6.41      0.84
  1951      05        6.39      0.86
  1951      06        6.38      0.86
  1951      07        6.34      0.91
  1951      08        6.18      1.12
  1951      09        5.95      1.39
  1951      10        5.70      1.50
  1951      11        5.39      1.44
  1951      12        5.09      1.28
  1952      01        4.91      1.14
  1952      02        4.85      1.11
  1952      03        4.71      1.01
  1952      04        4.50      0.88
  1952      05        4.34      0.83
  1952      06        4.21      0.77
  1952      07        4.11      0.73
  1952      08        3.96      0.93
  1952      09        3.82      1.15
  1952      10        3.74      1.19
  1952      11        3.66      1.22
  1952      12        3.56      1.22
  1953      01        3.40      1.23
  1953      02        3.16      1.12
  1953      03        3.02      0.96
  1953      04        2.93      0.95
  1953      05        2.72      1.05
  1953      06        2.44      1.13
  1953      07        2.15      1.16
  1953      08        1.97      1.24
  1953      09        1.93      1.27
  1953      10        1.80      1.26
  1953      11        1.59      1.26
  1953      12        1.34      1.22
  1954      01        1.18      1.13
  1954      02        1.11      1.07
  1954      03        0.95      0.89
  1954      04        0.81      0.71
  1954      05        0.85      0.71
  1954      06        0.94      0.74
  1954      07        1.13      0.91
  1954      08        1.42      1.08
  1954      09        1.53      1.12
  1954      10        1.56      1.11
  1954      11        1.78      1.14
  1954      12        2.10      1.17
  1955      01        2.37      1.18
  1955      02        2.59      1.28
  1955      03        2.89      1.33
  1955      04        3.24      1.34
  1955      05        3.64      1.54
  1955      06        4.10      1.69
  1955      07        4.44      1.76
  1955      08        4.77      1.94
  1955      09        5.29      2.01
  1955      10        5.85      1.85
  1955      11        6.32      1.78
  1955      12        6.73      1.76
  1956      01        7.13      1.62
  1956      02        7.58      1.52
  1956      03        8.03      1.46
  1956      04        8.44      1.29
  1956      05        8.78      1.25
  1956      06        9.11      1.30
  1956      07        9.43      1.16
  1956      08        9.60      0.99
  1956      09        9.68      0.94
  1956      10        9.83      0.87
  1956      11        9.97      0.79
  1956      12       10.12      0.75
  1957      01       10.31      0.66
  1957      02       10.37      0.61
  1957      03       10.43      0.72
  1957      04       10.62      0.90
  1957      05       10.75      0.98
  1957      06       10.81      1.04
  1957      07       10.91      1.07
  1957      08       11.00      0.99
  1957      09       11.09      0.89
  1957      10       11.15      0.85
  1957      11       11.19      0.83
  1957      12       11.17      0.83
  1958      01       11.14      0.84
  1958      02       11.20      0.80
  1958      03       11.21      0.73
  1958      04       11.09      0.63
  1958      05       10.93      0.59
  1958      06       10.78      0.56
  1958      07       10.74      0.50
  1958      08       10.73      0.58
  1958      09       10.69      0.62
  1958      10       10.65      0.63
  1958      11       10.61      0.63
  1958      12       10.60      0.64
  1959      01       10.55      0.66
  1959      02       10.49      0.67
  1959      03       10.42      0.68
  1959      04       10.25      0.78
  1959      05       10.11      0.90
  1959      06       10.00      0.96
  1959      07        9.83      0.90
  1959      08        9.68      0.88
  1959      09        9.50      0.96
  1959      10        9.33      0.97
  1959      11        9.20      0.94
  1959      12        9.05      0.90
  1960      01        8.92      0.86
  1960      02        8.78      0.69
  1960      03        8.65      0.45
  1960      04        8.57      0.52
  1960      05        8.46      0.63
  1960      06        8.34      0.69
  1960      07        8.12      0.81
  1960      08        7.86      1.02
  1960      09        7.65      1.21
  1960      10        7.45      1.27
  1960      11        7.21      1.28
  1960      12        7.02      1.26
  1961      01        6.88      1.19
  1961      02        6.66      1.06
  1961      03        6.42      0.85
  1961      04        6.22      0.73
  1961      05        5.98      0.81
  1961      06        5.73      0.81
  1961      07        5.56      0.80
  1961      08        5.51      0.82
  1961      09        5.49      0.83
  1961      10        5.43      0.82
  1961      11        5.38      0.80
  1961      12        5.29      0.74
  1962      01        5.10      0.68
  1962      02        4.88      0.72
  1962      03        4.75      0.71
  1962      04        4.74      0.66
  1962      05        4.73      0.68
  1962      06        4.68      0.73
  1962      07        4.59      0.80
  1962      08        4.48      0.82
  1962      09        4.34      0.83
  1962      10        4.20      0.82
  1962      11        4.13      0.79
  1962      12        4.10      0.76
  1963      01        4.08      0.75
  1963      02        4.11      0.74
  1963      03        4.10      0.66
  1963      04        4.04      0.57
  1963      05        4.01      0.55
  1963      06        3.97      0.60
  1963      07        3.93      0.65
  1963      08        3.87      0.70
  1963      09        3.83      0.74
  1963      10        3.75      0.82
  1963      11        3.57      0.86
  1963      12        3.35      0.85
  1964      01        3.14      0.97
  1964      02        2.93      1.04
  1964      03        2.68      1.01
  1964      04        2.42      0.91
  1964      05        2.21      0.77
  1964      06        2.14      0.71
  1964      07        2.14      0.72
  1964      08        2.15      0.72
  1964      09        2.13      0.70
  1964      10        2.08      0.69
  1964      11        2.10      0.73
  1964      12        2.17      0.77
  1965      01        2.26      0.74
  1965      02        2.32      0.68
  1965      03        2.41      0.65
  1965      04        2.57      0.58
  1965      05        2.68      0.52
  1965      06        2.72      0.49
  1965      07        2.76      0.53
  1965      08        2.83      0.61
  1965      09        2.92      0.67
  1965      10        3.12      0.79
  1965      11        3.37      0.93
  1965      12        3.55      1.06
  1966      01        3.81      1.16
  1966      02        4.10      1.16
  1966      03        4.34      1.10
  1966      04        4.55      1.11
  1966      05        4.80      1.05
  1966      06        5.08      0.94
  1966      07        5.41      1.03
  1966      08        5.75      1.13
  1966      09        6.09      1.12
  1966      10        6.33      1.08
  1966      11        6.45      1.04
  1966      12        6.57      0.98
  1967      01        6.67      0.95
  1967      02        6.85      0.95
  1967      03        7.02      0.89
  1967      04        7.14      0.80
  1967      05        7.26      0.72
  1967      06        7.43      0.71
  1967      07        7.54      0.76
  1967      08        7.58      0.79
  1967      09        7.58      0.79
  1967      10        7.57      0.75
  1967      11        7.68      0.76
  1967      12        7.84      0.74
  1968      01        7.93      0.67
  1968      02        7.94      0.67
  1968      03        8.01      0.64
  1968      04        8.11      0.58
  1968      05        8.14      0.57
  1968      06        8.10      0.56
  1968      07        8.05      0.52
  1968      08        8.04      0.52
  1968      09        8.12      0.56
  1968      10        8.24      0.54
  1968      11        8.26      0.47
  1968      12        8.23      0.45
  1969      01        8.21      0.46
  1969      02        8.19      0.47
  1969      03        8.12      0.49
  1969      04        8.06      0.51
  1969      05        8.05      0.50
  1969      06        8.04      0.49
  1969      07        8.02      0.49
  1969      08        8.04      0.51
  1969      09        8.01      0.48
  1969      10        7.96      0.41
  1969      11        7.98      0.44
  1969      12        8.01      0.47
  1970      01        8.04      0.47
  1970      02        8.07      0.47
  1970      03        8.08      0.45
  1970      04        8.08      0.46
  1970      05        8.07      0.47
  1970      06        8.05      0.50
  1970      07        8.00      0.53
  1970      08        7.89      0.53
  1970      09        7.74      0.61
  1970      10        7.60      0.71
  1970      11        7.41      0.73
  1970      12        7.17      0.78
  1971      01        7.01      0.78
  1971      02        6.90      0.74
  1971      03        6.73      0.75
  1971      04        6.56      0.76
  1971      05        6.43      0.73
  1971      06        6.37      0.68
  1971      07        6.30      0.63
  1971      08        6.25      0.59
  1971      09        6.30      0.63
  1971      10        6.32      0.64
  1971      11        6.35      0.64
  1971      12        6.47      0.65
  1972      01        6.54      0.63
  1972      02        6.57      0.62
  1972      03        6.63      0.58
  1972      04        6.68      0.51
  1972      05        6.64      0.58
  1972      06        6.51      0.71
  1972      07        6.39      0.78
  1972      08        6.26      0.84
  1972      09        6.10      0.84
  1972      10        6.01      0.83
  1972      11        5.92      0.83
  1972      12        5.73      0.77
  1973      01        5.49      0.76
  1973      02        5.21      0.80
  1973      03        5.05      0.77
  1973      04        4.94      0.74
  1973      05        4.78      0.79
  1973      06        4.63      0.88
  1973      07        4.48      0.93
  1973      08        4.37      0.94
  1973      09        4.25      0.92
  1973      10        4.14      0.83
  1973      11        4.06      0.74
  1973      12        4.02      0.71
  1974      01        4.10      0.78
  1974      02        4.23      0.84
  1974      03        4.23      0.78
  1974      04        4.24      0.74
  1974      05        4.31      0.73
  1974      06        4.34      0.71
  1974      07        4.33      0.72
  1974      08        4.26      0.83
  1974      09        4.14      0.99
  1974      10        3.93      1.19
  1974      11        3.67      1.35
  1974      12        3.47      1.40
  1975      01        3.30      1.31
  1975      02        3.24      1.23
  1975      03        3.17      1.21
  1975      04        2.96      1.11
  1975      05        2.80      1.00
  1975      06        2.70      0.99
  1975      07        2.56      1.01
  1975      08        2.44      1.05
  1975      09        2.44      1.10
  1975      10        2.57      1.10
  1975      11        2.69      1.05
  1975      12        2.74      1.03
  1976      01        2.59      1.07
  1976      02        2.38      0.99
  1976      03        2.33      0.89
  1976      04        2.39      0.92
  1976      05        2.38      0.96
  1976      06        2.35      0.96
  1976      07        2.45      0.95
  1976      08        2.60      0.91
  1976      09        2.66      0.86
  1976      10        2.58      0.84
  1976      11        2.58      0.84
  1976      12        2.71      0.96
  1977      01        2.92      0.94
  1977      02        3.08      0.84
  1977      03        3.23      0.97
  1977      04        3.40      1.11
  1977      05        3.59      1.09
  1977      06        3.81      1.01
  1977      07        4.01      1.04
  1977      08        4.29      1.26
  1977      09        4.65      1.40
  1977      10        5.07      1.42
  1977      11        5.45      1.42
  1977      12        5.72      1.43
  1978      01        5.97      1.37
  1978      02        6.17      1.20
  1978      03        6.41      1.28
  1978      04        6.73      1.41
  1978      05        7.03      1.34
  1978      06        7.32      1.17
  1978      07        7.67      1.16
  1978      08        7.94      1.20
  1978      09        8.11      1.23
  1978      10        8.22      1.23
  1978      11        8.30      1.22
  1978      12        8.47      1.22
  1979      01        8.70      1.18
  1979      02        8.99      0.94
  1979      03        9.20      0.78
  1979      04        9.35      0.90
  1979      05        9.55      0.91
  1979      06        9.74      0.85
  1979      07        9.80      0.82
  1979      08        9.81      0.81
  1979      09        9.81      0.83
  1979      10        9.88      0.76
  1979      11       10.03      0.63
  1979      12       10.10      0.61
  1980      01       10.08      0.64
  1980      02       10.03      0.68
  1980      03        9.98      0.67
  1980      04        9.90      0.61
  1980      05        9.83      0.56
  1980      06        9.79      0.54
  1980      07        9.73      0.58
  1980      08        9.77      0.77
  1980      09        9.97      0.90
  1980      10       10.19      1.08
  1980      11       10.42      1.34
  1980      12       10.51      1.45
  1981      01       10.62      1.46
  1981      02       10.91      1.49
  1981      03       11.30      1.68
  1981      04       11.57      1.79
  1981      05       11.77      1.73
  1981      06       11.93      1.68
  1981      07       11.98      1.60
  1981      08       12.01      1.53
  1981      09       12.00      1.54
  1981      10       11.78      1.72
  1981      11       11.35      1.97
  1981      12       11.16      2.04
  1982      01       11.21      2.02
  1982      02       11.13      1.98
  1982      03       10.80      1.77
  1982      04       10.49      1.55
  1982      05       10.44      1.58
  1982      06       10.58      1.73
  1982      07       10.63      1.92
  1982      08       10.30      2.20
  1982      09        9.85      2.46
  1982      10        9.70      2.51
  1982      11        9.78      2.47
  1982      12        9.72      2.47
  1983      01        9.40      2.48
  1983      02        9.05      2.42
  1983      03        8.75      2.49
  1983      04        8.45      2.61
  1983      05        7.98      2.44
  1983      06        7.28      1.86
  1983      07        6.83      1.33
  1983      08        6.84      1.32
  1983      09        7.03      1.34
  1983      10        7.03      1.32
  1983      11        6.87      1.19
  1983      12        6.67      1.15
  1984      01        6.45      1.22
  1984      02        6.15      1.36
  1984      03        5.87      1.51
  1984      04        5.65      1.67
  1984      05        5.43      1.78
  1984      06        5.28      1.86
  1984      07        5.09      1.94
  1984      08        4.77      1.91
  1984      09        4.34      1.65
  1984      10        3.96      1.28
  1984      11        3.66      0.92
  1984      12        3.44      0.54
  1985      01        3.32      0.34
  1985      02        3.24      0.22
  1985      03        3.16      0.33
  1985      04        3.11      0.40
  1985      05        3.08      0.41
  1985      06        3.05      0.44
  1985      07        3.04      0.48
  1985      08        3.03      0.50
  1985      09        3.06      0.50
  1985      10        3.07      0.51
  1985      11        3.05      0.51
  1985      12        2.98      0.54
  1986      01        2.91      0.56
  1986      02        2.85      0.60
  1986      03        2.82      0.63
  1986      04        2.85      0.64
  1986      05        2.91      0.67
  1986      06        2.90      0.65
  1986      07        2.84      0.63
  1986      08        2.79      0.64
  1986      09        2.71      0.63
  1986      10        2.70      0.65
  1986      11        2.74      0.69
  1986      12        2.80      0.68
  1987      01        2.87      0.69
  1987      02        2.96      0.67
  1987      03        3.06      0.60
  1987      04        3.13      0.64
  1987      05        3.22      0.76
  1987      06        3.30      0.81
  1987      07        3.44      0.85
  1987      08        3.64      0.86
  1987      09        3.85      0.85
  1987      10        4.08      0.97
  1987      11        4.28      1.10
  1987      12        4.60      1.29
  1988      01        5.05      1.67
  1988      02        5.51      1.91
  1988      03        5.98      1.98
  1988      04        6.43      2.06
  1988      05        6.79      2.11
  1988      06        7.37      2.27
  1988      07        8.17      2.66
  1988      08        8.89      2.82
  1988      09        9.41      2.62
  1988      10        9.73      2.40
  1988      11       10.05      2.13
  1988      12       10.52      2.08
  1989      01       10.82      2.16
  1989      02       11.02      2.13
  1989      03       11.41      2.12
  1989      04       11.67      2.09
  1989      05       11.99      2.02
  1989      06       12.24      1.96
  1989      07       12.19      1.92
  1989      08       12.04      1.91
  1989      09       11.97      1.93
  1989      10       12.00      1.89
  1989      11       11.98      1.91
  1989      12       11.70      1.95
  1990      01       11.42      1.95
  1990      02       11.37      1.96
  1990      03       11.14      1.91
  1990      04       10.97      1.87
  1990      05       10.89      1.72
  1990      06       10.70      1.46
  1990      07       10.66      1.43
  1990      08       10.81      1.55
  1990      09       10.99      1.62
  1990      10       11.11      1.60
  1990      11       11.18      1.57
  1990      12       11.32      1.50
  1991      01       11.61      1.37
  1991      02       11.78      1.31
  1991      03       11.88      1.20
  1991      04       11.99      1.06
  1991      05       11.93      1.16
  1991      06       11.94      1.29
  1991      07       11.97      1.29
  1991      08       11.94      1.28
  1991      09       11.85      1.46
  1991      10       11.62      1.70
  1991      11       11.42      1.93
  1991      12       11.09      2.27
  1992      01       10.62      2.50
  1992      02       10.13      2.61
  1992      03        9.63      2.80
  1992      04        9.20      2.84
  1992      05        8.93      2.77
  1992      06        8.63      2.58
  1992      07        8.12      2.26
  1992      08        7.60      1.71
  1992      09        7.25      1.06
  1992      10        7.06      0.99
  1992      11        6.88      0.97
  1992      12        6.73      1.07
  1993      01        6.57      1.15
  1993      02        6.42      1.21
  1993      03        6.30      1.32
  1993      04        6.14      1.35
  1993      05        5.87      1.29
  1993      06        5.61      1.14
  1993      07        5.52      1.02
  1993      08        5.39      0.90
  1993      09        5.14      0.75
  1993      10        4.91      0.75
  1993      11        4.71      0.75
  1993      12        4.61      0.78
  1994      01        4.54      0.77
  1994      02        4.41      0.82
  1994      03        4.32      0.87
  1994      04        4.24      0.86
  1994      05        4.17      0.84
  1994      06        4.06      0.81
  1994      07        3.91      0.64
  1994      08        3.82      0.46
  1994      09        3.77      0.43
  1994      10        3.74      0.45
  1994      11        3.67      0.53
  1994      12        3.58      0.57
  1995      01        3.49      0.56
  1995      02        3.44      0.56
  1995      03        3.40      0.58
  1995      04        3.32      0.58
  1995      05        3.24      0.57
  1995      06        3.18      0.56
  1995      07        3.07      0.47
  1995      08        2.96      0.30
  1995      09        2.88      0.24
  1995      10        2.82      0.23
  1995      11        2.79      0.24
  1995      12        2.76      0.23
  1996      01        2.71      0.23
  1996      02        2.69      0.23
  1996      03        2.67      0.24
  1996      04        2.61      0.25
  1996      05        2.62      0.37
  1996      06        2.65      0.45
  1996      07        2.64      0.45
  1996      08        2.64      0.46
  1996      09        2.61      0.46
  1996      10        2.62      0.47
  1996      11        2.64      0.47
  1996      12        2.63      0.47
  1997      01        2.68      0.52
  1997      02        2.76      0.58
  1997      03        2.86      0.66
  1997      04        3.00      0.69
  1997      05        3.08      0.70
  1997      06        3.18      0.76
  1997      07        3.31      0.81
  1997      08        3.45      0.83
  1997      09        3.66      0.89
  1997      10        3.96      1.05
  1997      11        4.20      1.09
  1997      12        4.43      0.98
  1998      01        4.67      0.94
  1998      02        4.92      1.03
  1998      03        5.24      1.22
  1998      04        5.51      1.27
  1998      05        5.71      1.18
  1998      06        5.98      1.27
  1998      07        6.29      1.30
  1998      08        6.50      1.17
  1998      09        6.63      1.06
  1998      10        6.68      1.04
  1998      11        6.85      1.00
  1998      12        7.20      1.10
  1999      01        7.51      1.22
  1999      02        7.84      1.54
  1999      03        7.98      1.81
  1999      04        8.05      1.84
  1999      05        8.42      1.92
  1999      06        8.64      2.00
  1999      07        8.73      1.98
  1999      08        8.97      1.92
  1999      09        9.34      1.87
  1999      10        9.68      1.75
  1999      11        9.86      1.62
  1999      12        9.86      1.61
  2000      01        9.89      1.64
  2000      02        9.84      1.58
  2000      03        9.86      1.32
  2000      04        9.94      1.19
  2000      05        9.71      1.23
  2000      06        9.54      1.20
  2000      07        9.49      1.23
  2000      08        9.38      1.26
  2000      09        9.24      1.19
  2000      10        9.17      1.10
  2000      11        9.08      1.10
  2000      12        9.09      1.15
  2001      01        9.04      1.10
  2001      02        8.92      1.01
  2001      03        8.99      1.14
  2001      04        9.22      1.28
  2001      05        9.55      1.44
  2001      06        9.90      1.61
  2001      07       10.17      1.63
  2001      08       10.38      1.54
  2001      09       10.43      1.50
  2001      10       10.36      1.53
  2001      11       10.43      1.45
  2001      12       10.36      1.51
  2002      01       10.31      1.57
  2002      02       10.39      1.50
  2002      03       10.32      1.46
  2002      04       10.10      1.49
  2002      05        9.76      1.47
  2002      06        9.41      1.25
  2002      07        9.10      1.11
  2002      08        8.71      1.23
  2002      09        8.41      1.32
  2002      10        8.19      1.39
  2002      11        7.91      1.43
  2002      12        7.76      1.43
  2003      01        7.66      1.35
  2003      02        7.46      1.20
  2003      03        7.19      1.06
  2003      04        7.02      0.97
  2003      05        6.94      0.97
  2003      06        6.71      0.94
  2003      07        6.46      0.93
  2003      08        6.38      0.96
  2003      09        6.30      1.00
  2003      10        6.15      1.07
  2003      11        6.05      1.11
  2003      12        5.97      1.09
  2004      01        5.93      1.05
  2004      02        5.84      1.03
  2004      03        5.73      1.02
  2004      04        5.58      0.92
  2004      05        5.41      0.78
  2004      06        5.30      0.88
  2004      07        5.18      1.00
  2004      08        5.07      1.05
  2004      09        4.94      1.10
  2004      10        4.84      1.17
  2004      11        4.80      1.20
  2004      12        4.75      1.17
  2005      01        4.60      0.97
  2005      02        4.51      0.76
  2005      03        4.46      0.76
  2005      04        4.32      0.82
  2005      05        4.17      0.86
  2005      06        4.13      0.83
  2005      07        4.10      0.86
  2005      08        4.02      0.92
  2005      09        3.97      0.94
  2005      10        4.00      0.95
  2005      11        3.97      0.89
  2005      12        3.81      0.83
  2006      01        3.61      0.78
  2006      02        3.36      0.69
  2006      03        3.19      0.63
  2006      04        3.11      0.66
  2006      05        3.07      0.67
  2006      06        3.03      0.65
  2006      07        3.00      0.63
  2006      08        2.97      0.65
  2006      09        2.91      0.65
  2006      10        2.79      0.56
  2006      11        2.65      0.40
  2006      12        2.60      0.33
  2007      01        2.59      0.36
  2007      02        2.55      0.40
  2007      03        2.52      0.43
  2007      04        2.50      0.44
  2007      05        2.46      0.42
  2007      06        2.41      0.38
  2007      07        2.38      0.35
  2007      08        2.36      0.35
  2007      09        2.35      0.34
  2007      10        2.34      0.34
  2007      11        2.33      0.35
  2007      12        2.30      0.33
  2008      01        2.26      0.29
  2008      02        2.27      0.28
  2008      03        2.29      0.26
  2008      04        2.30      0.26
  2008      05        2.29      0.27
  2008      06        2.25      0.25
  2008      07        2.19      0.23
  2008      08        2.17      0.24
  2008      09        2.14      0.22
  2008      10        2.12      0.21
  2008      11        2.10      0.18
  2008      12        2.10      0.15
  2009      01        2.14      0.17
  2009      02        2.15      0.17
  2009      03        2.14      0.17
  2009      04        2.15      0.18
  2009      05        2.19      0.22
  2009      06        2.25      0.26
  2009      07        2.30      0.27
  2009      08        2.32      0.26
  2009      09        2.38      0.28
  2009      10        2.44      0.30
  2009      11        2.50      0.31
  2009      12        2.54      0.32
  2010      01        2.58      0.34
  2010      02        2.67      0.36
  2010      03        2.78      0.36
  2010      04        2.88      0.39
  2010      05        2.95      0.41
  2010      06        2.99      0.42
  2010      07        3.05      0.38
  2010      08        3.17      0.45
  2010      09        3.41      0.83
  2010      10        3.69      1.12
  2010      11        3.89      1.18
  2010      12        4.05      1.15
  2011      01        4.19      1.10
  2011      02        4.34      1.08
  2011      03        4.63      1.32
  2011      04        5.04      1.66
  2011      05        5.52      1.93
  2011      06        5.97      2.01
  2011      07        6.32      1.85
  2011      08        6.45      1.74
  2011      09        6.45      1.77
  2011      10        6.50      1.77
  2011      11        6.62      1.73
  2011      12        6.76      1.63
  2012      01        6.92      1.51
  2012      02        7.04      1.41
  2012      03        7.00      1.36
  2012      04        6.79      1.34
  2012      05        6.48      1.19
  2012      06        6.21      0.98
  2012      07        6.03      0.95
  2012      08        5.99      0.94
  2012      09        5.94      0.91
  2012      10        5.88      0.88
  2012      11        5.93      0.96
  2012      12        5.94      1.05
  2013      01        5.88      1.06
  2013      02        5.87      1.04
  2013      03        5.80      1.04
  2013      04        5.83      1.09
  2013      05        6.02      1.18
  2013      06        6.24      1.29
  2013      07        6.49      1.35
  2013      08        6.83      1.46
  2013      09        7.20      1.50
  2013      10        7.31      1.49
  2013      11        7.28      1.48
  2013      12        7.34      1.40
  2014      01        7.45      1.30
  2014      02        7.50      1.27
  2014      03        7.67      1.12
  2014      04        7.76      0.98
  2014      05        7.74      1.00
  2014      06        7.71      1.00
  2014      07        7.60      1.01
  2014      08        7.32      1.02
  2014      09        6.90      1.09
  2014      10        6.70      1.19
  2014      11        6.66      1.19
  2014      12        6.54      1.21
  2015      01        6.37      1.27
  2015      02        6.19      1.33
  2015      03        5.98      1.29
  2015      04        5.78      1.21
  2015      05        5.55      1.11
  2015      06        5.30      0.91
  2015      07        5.09      0.80
  2015      08        4.97      0.75
  2015      09        4.98      0.75
  2015      10        4.84      0.80
  2015      11        4.59      0.76
  2015      12        4.34      0.84
  2016      01        4.13      0.98
  2016      02        4.05      0.98
  2016      03        3.94      0.93
  2016      04        3.75      0.88
