#         01th Cycle                       02th Cycle                       03th Cycle                       04th Cycle                       05th Cycle                       06th Cycle                       07th Cycle                       08th Cycle                       09th Cycle                       10th Cycle                       11th Cycle                       12th Cycle                       13th Cycle                       14th Cycle                       15th Cycle                       16th Cycle                       17th Cycle                       18th Cycle                       19th Cycle        
# Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN       Year   Month    smooth SSN
  ----      --          -.--       1830      02          9.60       1839      11          7.76       1849      07         15.91       1861      12         13.51       1873      05         11.76       1884      12         10.49       1896      03          7.61       1908      01          7.87       1919      07          8.85       1929      08          8.95       1939      09         10.43       1950      02          8.28       1960      04          8.57       1970      10          7.60       1982      03         10.80       1992      10          7.06       2002      04         10.10       2014      12          6.54
  ----      --          -.--       1830      03          9.46       1839      12          7.90       1849      08         15.48       1862      01         13.48       1873      06         11.42       1885      01         10.67       1896      04          7.48       1908      02          7.92       1919      08          8.79       1929      09          8.85       1939      10         10.36       1950      03          8.06       1960      05          8.46       1970      11          7.41       1982      04         10.49       1992      11          6.88       2002      05          9.76       2015      01          6.37
  ----      --          -.--       1830      04          9.60       1840      01          7.89       1849      09         15.29       1862      02         13.38       1873      07         11.19       1885      02         10.70       1896      05          7.31       1908      03          8.03       1919      09          8.71       1929      10          8.74       1939      11         10.06       1950      04          7.77       1960      06          8.34       1970      12          7.17       1982      05         10.44       1992      12          6.73       2002      06          9.41       2015      02          6.19
  ----      --          -.--       1830      05          9.77       1840      02          7.76       1849      10         14.98       1862      03         13.23       1873      08         10.96       1885      03         10.58       1896      06          7.20       1908      04          7.91       1919      10          8.55       1929      11          8.61       1939      12          9.84       1950      05          7.50       1960      07          8.12       1971      01          7.01       1982      06         10.58       1993      01          6.57       2002      07          9.10       2015      03          5.98
  ----      --          -.--       1830      06          9.70       1840      03          7.67       1849      11         14.65       1862      04         13.06       1873      09         10.63       1885      04         10.44       1896      07          7.16       1908      05          7.73       1919      11          8.22       1929      12          8.38       1940      01          9.72       1950      06          7.21       1960      08          7.86       1971      02          6.90       1982      07         10.63       1993      02          6.42       2002      08          8.71       2015      04          5.78
  ----      --          -.--       1830      07          9.63       1840      04          7.56       1849      12         14.53       1862      05         12.94       1873      10         10.24       1885      05         10.35       1896      08          7.10       1908      06          7.65       1919      12          7.84       1930      01          8.05       1940      02          9.64       1950      07          6.99       1960      09          7.65       1971      03          6.73       1982      08         10.30       1993      03          6.30       2002      09          8.41       2015      05          5.55
  ----      --          -.--       1830      08          9.66       1840      05          7.68       1850      01         14.25       1862      06         12.72       1873      11         10.05       1885      06         10.16       1896      09          6.91       1908      07          7.69       1920      01          7.49       1930      02          7.72       1940      03          9.52       1950      08          6.85       1960      10          7.45       1971      04          6.56       1982      09          9.85       1993      04          6.14       2002      10          8.19       2015      06          5.30
  ----      --          -.--       1830      09          9.78       1840      06          8.03       1850      02         13.98       1862      07         12.43       1873      12         10.05       1885      07          9.93       1896      10          6.77       1908      08          7.78       1920      02          7.17       1930      03          7.56       1940      04          9.30       1950      09          6.69       1960      11          7.21       1971      05          6.43       1982      10          9.70       1993      05          5.87       2002      11          7.91       2015      07          5.09
  ----      --          -.--       1830      10          9.75       1840      07          8.03       1850      03         13.93       1862      08         12.32       1874      01         10.06       1885      08          9.65       1896      11          6.68       1908      09          7.94       1920      03          6.90       1930      04          7.47       1940      05          9.17       1950      10          6.55       1960      12          7.02       1971      06          6.37       1982      11          9.78       1993      06          5.61       2002      12          7.76       2015      08          4.97
  ----      --          -.--       1830      11          9.51       1840      08          7.78       1850      04         13.90       1862      09         12.41       1874      02         10.05       1885      09          9.48       1896      12          6.47       1908      10          7.98       1920      04          6.83       1930      05          7.24       1940      06          9.21       1950      11          6.51       1961      01          6.88       1971      07          6.30       1982      12          9.72       1993      07          5.52       2003      01          7.66       2015      09          4.98
  ----      --          -.--       1830      12          9.27       1840      09          7.68       1850      05         13.72       1862      10         12.47       1874      03          9.92       1885      10          9.45       1897      01          6.24       1908      11          7.88       1920      05          6.77       1930      06          6.82       1940      07          9.26       1950      12          6.52       1961      02          6.66       1971      08          6.25       1983      01          9.40       1993      08          5.39       2003      02          7.46       2015      10          4.84
  ----      --          -.--       1831      01          9.16       1840      10          7.66       1850      06         13.38       1862      11         12.34       1874      04          9.76       1885      11          9.18       1897      02          6.15       1908      12          7.76       1920      06          6.69       1930      07          6.36       1940      08          9.18       1951      01          6.48       1961      03          6.42       1971      09          6.30       1983      02          9.05       1993      09          5.14       2003      03          7.19       2015      11          4.59
  ----      --          -.--       1831      02          9.27       1840      11          7.79       1850      07         13.21       1862      12         12.08       1874      05          9.59       1885      12          8.72       1897      03          6.09       1909      01          7.64       1920      07          6.60       1930      08          6.14       1940      09          9.01       1951      02          6.36       1961      04          6.22       1971      10          6.32       1983      03          8.75       1993      10          4.91       2003      04          7.02       2015      12          4.34
  ----      --          -.--       1831      03          9.22       1840      12          7.87       1850      08         13.24       1863      01         11.65       1874      06          9.39       1886      01          8.29       1897      04          5.99       1909      02          7.39       1920      08          6.44       1930      09          6.10       1940      10          8.80       1951      03          6.37       1961      05          5.98       1971      11          6.35       1983      04          8.45       1993      11          4.71       2003      05          6.94       2016      01          4.13
  ----      --          -.--       1831      04          8.92       1841      01          7.77       1850      09         13.23       1863      02         11.37       1874      07          9.02       1886      02          7.93       1897      05          5.77       1909      03          7.02       1920      09          6.21       1930      10          6.05       1940      11          8.61       1951      04          6.41       1961      06          5.73       1971      12          6.47       1983      05          7.98       1993      12          4.61       2003      06          6.71       2016      02          4.05
  ----      --          -.--       1831      05          8.58       1841      02          7.69       1850      10         13.24       1863      03         11.04       1874      08          8.55       1886      03          7.63       1897      06          5.57       1909      04          6.97       1920      10          6.15       1930      11          5.97       1940      12          8.45       1951      05          6.39       1961      07          5.56       1972      01          6.54       1983      06          7.28       1994      01          4.54       2003      07          6.46       2016      03          3.94
  ----      --          -.--       1831      06          8.32       1841      03          7.67       1850      11         13.32       1863      04         10.79       1874      09          8.28       1886      04          7.32       1897      07          5.48       1909      05          7.11       1920      11          6.18       1930      12          5.84       1941      01          8.37       1951      06          6.38       1961      08          5.51       1972      02          6.57       1983      07          6.83       1994      02          4.41       2003      08          6.38       2016      04          3.75
  ----      --          -.--       1831      07          8.05       1841      04          7.58       1850      12         13.30       1863      05         10.70       1874      10          8.22       1886      05          6.90       1897      08          5.46       1909      06          7.18       1920      12          6.09       1931      01          5.74       1941      02          8.23       1951      07          6.34       1961      09          5.49       1972      03          6.63       1983      08          6.84       1994      03          4.32       2003      09          6.30       2016      05          3.55
  ----      --          -.--       1831      08          7.91       1841      05          7.36       1851      01         13.30       1863      06         10.65       1874      11          8.00       1886      06          6.60       1897      09          5.51       1909      07          7.10       1921      01          6.10       1931      02          5.64       1941      03          8.10       1951      08          6.18       1961      10          5.43       1972      04          6.68       1983      09          7.03       1994      04          4.24       2003      10          6.15       2016      06          3.32
  ----      --          -.--       1831      09          7.77       1841      06          7.12       1851      02         13.31       1863      07         10.71       1874      12          7.71       1886      07          6.42       1897      10          5.46       1909      08          6.92       1921      02          6.16       1931      03          5.52       1941      04          8.07       1951      09          5.95       1961      11          5.38       1972      05          6.64       1983      10          7.03       1994      05          4.17       2003      11          6.05       2016      07          3.11
  ----      --          -.--       1831      10          7.44       1841      07          7.05       1851      03         13.21       1863      08         10.70       1875      01          7.35       1886      08          6.21       1897      11          5.42       1909      09          6.71       1921      03          6.09       1931      04          5.35       1941      05          7.96       1951      10          5.70       1961      12          5.29       1972      06          6.51       1983      11          6.87       1994      06          4.06       2003      12          5.97       2016      08          2.97
  ----      --          -.--       1831      11          7.28       1841      08          7.06       1851      04         13.09       1863      09         10.66       1875      02          6.80       1886      09          5.80       1897      12          5.52       1909      10          6.44       1921      04          5.87       1931      05          5.15       1941      06          7.76       1951      11          5.39       1962      01          5.10       1972      07          6.39       1983      12          6.67       1994      07          3.91       2004      01          5.93       2016      09          2.80
  ----      --          -.--       1831      12          7.17       1841      09          7.01       1851      05         13.04       1863      10         10.62       1875      03          6.34       1886      10          5.25       1898      01          5.47       1909      11          6.25       1921      05          5.67       1931      06          5.04       1941      07          7.60       1951      12          5.09       1962      02          4.88       1972      08          6.26       1984      01          6.45       1994      08          3.82       2004      02          5.84       2016      10          2.67
  ----      --          -.--       1832      01          6.85       1841      10          6.93       1851      06         13.08       1863      11         10.51       1875      04          6.00       1886      11          4.97       1898      02          5.39       1909      12          6.13       1921      06          5.56       1931      07          4.99       1941      08          7.59       1952      01          4.91       1962      03          4.75       1972      09          6.10       1984      02          6.15       1994      09          3.77       2004      03          5.73       2016      11          2.55
  ----      --          -.--       1832      02          6.36       1841      11          6.70       1851      07         13.11       1863      12         10.52       1875      05          5.75       1886      12          4.86       1898      03          5.38       1910      01          5.98       1921      07          5.41       1931      08          4.82       1941      09          7.63       1952      02          4.85       1962      04          4.74       1972      10          6.01       1984      03          5.87       1994      10          3.74       2004      04          5.58       2016      12          2.43
  ----      --          -.--       1832      03          5.98       1841      12          6.44       1851      08         12.92       1864      01         10.71       1875      06          5.51       1887      01          4.75       1898      04          5.43       1910      02          5.82       1921      08          5.28       1931      09          4.57       1941      10          7.73       1952      03          4.71       1962      05          4.73       1972      11          5.92       1984      04          5.65       1994      11          3.67       2004      05          5.41       2017      01          2.36
  ----      --          -.--       1832      04          5.77       1842      01          6.24       1851      09         12.73       1864      02         10.84       1875      07          5.36       1887      02          4.73       1898      05          5.64       1910      03          5.69       1921      09          5.35       1931      10          4.35       1941      11          7.80       1952      04          4.50       1962      06          4.68       1972      12          5.73       1984      05          5.43       1994      12          3.58       2004      06          5.30       2017      02          2.23
  ----      --          -.--       1832      05          5.61       1842      02          6.11       1851      10         12.74       1864      03         10.90       1875      08          5.30       1887      03          4.64       1898      06          5.65       1910      04          5.55       1921      10          5.32       1931      11          4.20       1941      12          7.57       1952      05          4.34       1962      07          4.59       1973      01          5.49       1984      06          5.28       1995      01          3.49       2004      07          5.18       2017      03          2.14
  ----      --          -.--       1832      06          5.55       1842      03          5.96       1851      11         12.74       1864      04         10.91       1875      09          5.21       1887      04          4.51       1898      07          5.50       1910      05          5.25       1921      11          5.14       1931      12          4.21       1942      01          7.18       1952      06          4.21       1962      08          4.48       1973      02          5.21       1984      07          5.09       1995      02          3.44       2004      08          5.07       2017      04          2.06
  ----      --          -.--       1832      07          5.59       1842      04          5.94       1851      12         12.62       1864      05         10.98       1875      10          4.95       1887      05          4.56       1898      08          5.32       1910      06          4.80       1921      12          4.92       1932      01          4.21       1942      02          6.84       1952      07          4.11       1962      09          4.34       1973      03          5.05       1984      08          4.77       1995      03          3.40       2004      09          4.94       2017      05          1.92
  ----      --          -.--       1832      08          5.39       1842      05          6.21       1852      01         12.57       1864      06         11.01       1875      11          4.69       1887      06          4.68       1898      09          5.11       1910      07          4.46       1922      01          4.64       1932      02          4.13       1942      03          6.50       1952      08          3.96       1962      10          4.20       1973      04          4.94       1984      09          4.34       1995      04          3.32       2004      10          4.84       2017      06          1.82
  ----      --          -.--       1832      09          4.95       1842      06          6.25       1852      02         12.51       1864      07         10.88       1875      12          4.45       1887      07          4.77       1898      10          5.05       1910      08          4.23       1922      02          4.41       1932      03          4.00       1942      04          6.19       1952      09          3.82       1962      11          4.13       1973      05          4.78       1984      10          3.96       1995      05          3.24       2004      11          4.80       2017      07          1.74
  ----      --          -.--       1832      10          4.54       1842      07          6.12       1852      03         12.26       1864      08         10.79       1876      01          4.28       1887      08          4.74       1898      11          4.94       1910      09          4.04       1922      03          4.24       1932      04          3.89       1942      05          6.04       1952      10          3.74       1962      12          4.10       1973      06          4.63       1984      11          3.66       1995      06          3.18       2004      12          4.75       2017      08          1.60
  ----      --          -.--       1832      11          4.16       1842      08          5.93       1852      04         12.12       1864      09         10.58       1876      02          4.26       1887      09          4.72       1898      12          4.83       1910      10          4.00       1922      04          4.10       1932      05          3.82       1942      06          5.97       1952      11          3.66       1963      01          4.08       1973      07          4.48       1984      12          3.44       1995      07          3.07       2005      01          4.60       2017      09          1.45
  ----      --          -.--       1832      12          3.83       1842      09          5.70       1852      05         12.14       1864      10         10.39       1876      03          4.29       1887      10          4.73       1899      01          4.85       1910      11          3.97       1922      05          3.98       1932      06          3.73       1942      07          5.82       1952      12          3.56       1963      02          4.11       1973      08          4.37       1985      01          3.32       1995      08          2.96       2005      02          4.51       2017      10          1.34
  ----      --          -.--       1833      01          3.64       1842      10          5.50       1852      06         12.02       1864      11         10.30       1876      04          4.38       1887      11          4.60       1899      02          4.72       1910      12          3.84       1922      06          3.92       1932      07          3.69       1942      08          5.61       1953      01          3.40       1963      03          4.10       1973      09          4.25       1985      02          3.24       1995      09          2.88       2005      03          4.46       2017      11          1.26
  ----      --          -.--       1833      02          3.56       1842      11          5.31       1852      07         11.75       1864      12         10.12       1876      05          4.36       1887      12          4.42       1899      03          4.43       1911      01          3.71       1922      07          3.86       1932      08          3.74       1942      09          5.43       1953      02          3.16       1963      04          4.04       1973      10          4.14       1985      03          3.16       1995      10          2.82       2005      04          4.32       2017      12          1.25
  ----      --          -.--       1833      03          3.44       1842      12          5.17       1852      08         11.51       1865      01          9.83       1876      06          4.31       1888      01          4.17       1899      04          4.18       1911      02          3.59       1922      08          3.68       1932      09          3.78       1942      10          5.22       1953      03          3.02       1963      05          4.01       1973      11          4.06       1985      04          3.11       1995      11          2.79       2005      05          4.17       2018      01          1.18
  ----      --          -.--       1833      04          3.27       1843      01          5.06       1852      09         11.27       1865      02          9.61       1876      07          4.38       1888      02          3.87       1899      05          3.95       1911      03          3.43       1922      09          3.33       1932      10          3.73       1942      11          5.04       1953      04          2.93       1963      06          3.97       1973      12          4.02       1985      05          3.08       1995      12          2.76       2005      06          4.13       2018      02          1.04
  ----      --          -.--       1833      05          3.17       1843      02          4.92       1852      10         11.04       1865      03          9.46       1876      08          4.42       1888      03          3.75       1899      06          3.82       1911      04          3.12       1922      10          3.08       1932      11          3.59       1942      12          4.96       1953      05          2.72       1963      07          3.93       1974      01          4.10       1985      06          3.05       1996      01          2.71       2005      07          4.10       2018      03          0.85
  ----      --          -.--       1833      06          3.11       1843      03          4.67       1852      11         10.84       1865      04          9.22       1876      09          4.26       1888      04          3.72       1899      07          3.74       1911      05          2.94       1922      11          3.02       1932      12          3.40       1943      01          4.91       1953      06          2.44       1963      08          3.87       1974      02          4.23       1985      07          3.04       1996      02          2.69       2005      08          4.02       2018      04          0.73
  ----      --          -.--       1833      07          2.95       1843      04          4.40       1852      12         10.69       1865      05          8.85       1876      10          4.26       1888      05          3.72       1899      08          3.70       1911      06          2.91       1922      12          3.01       1933      01          3.26       1943      02          4.88       1953      07          2.15       1963      09          3.83       1974      03          4.23       1985      08          3.03       1996      03          2.67       2005      09          3.97       ----      --          -.--
  ----      --          -.--       1833      08          2.87       1843      05          4.15       1853      01         10.67       1865      06          8.48       1876      11          4.51       1888      06          3.65       1899      09          3.67       1911      07          2.86       1923      01          2.98       1933      02          3.17       1943      03          4.83       1953      08          1.97       1963      10          3.75       1974      04          4.24       1985      09          3.06       ----      --          -.--       2005      10          4.00       ----      --          -.--
  ----      --          -.--       1833      09          2.87       1843      06          4.03       1853      02         10.75       1865      07          8.23       1876      12          4.77       1888      07          3.42       1899      10          3.61       1911      08          2.78       1923      02          2.90       1933      03          3.13       1943      04          4.72       1953      09          1.93       1963      11          3.57       1974      05          4.31       1985      10          3.07       ----      --          -.--       2005      11          3.97       ----      --          -.--
  ----      --          -.--       1833      10          2.82       ----      --          -.--       1853      03         10.78       1865      08          8.14       1877      01          4.82       1888      08          3.32       1899      11          3.65       1911      09          2.71       1923      03          2.92       1933      04          3.10       1943      05          4.55       1953      10          1.80       1963      12          3.35       1974      06          4.34       1985      11          3.05       ----      --          -.--       2005      12          3.81       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      04         10.65       1865      09          8.05       1877      02          4.73       1888      09          3.33       1899      12          3.64       1911      10          2.62       1923      04          3.01       1933      05          3.02       1943      06          4.43       1953      11          1.59       1964      01          3.14       1974      07          4.33       1985      12          2.98       ----      --          -.--       2006      01          3.61       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      05         10.42       1865      10          7.89       1877      03          4.77       1888      10          3.32       1900      01          3.56       1911      11          2.51       1923      05          3.06       1933      06          2.90       1943      07          4.35       1953      12          1.34       1964      02          2.93       1974      08          4.26       1986      01          2.91       ----      --          -.--       2006      02          3.36       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      06         10.17       1865      11          7.65       1877      04          4.75       1888      11          3.27       1900      02          3.53       1911      12          2.50       1923      06          2.99       1933      07          2.77       1943      08          4.14       1954      01          1.18       1964      03          2.68       1974      09          4.14       1986      02          2.85       ----      --          -.--       2006      03          3.19       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      07          9.86       1865      12          7.37       1877      05          4.70       1888      12          3.23       1900      03          3.54       1912      01          2.50       1923      07          2.88       1933      08          2.65       1943      09          3.89       1954      02          1.11       1964      04          2.42       1974      10          3.93       1986      03          2.82       ----      --          -.--       2006      04          3.11       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      08          9.48       1866      01          7.09       1877      06          4.68       1889      01          3.28       1900      04          3.56       1912      02          2.48       ----      --          -.--       ----      --          -.--       1943      10          3.64       1954      03          0.95       1964      05          2.21       1974      11          3.67       1986      04          2.85       ----      --          -.--       2006      05          3.07       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      09          9.17       1866      02          6.74       1877      07          4.47       1889      02          3.49       1900      05          3.54       1912      03          2.49       ----      --          -.--       ----      --          -.--       1943      11          3.41       ----      --          -.--       1964      06          2.14       1974      12          3.47       1986      05          2.91       ----      --          -.--       2006      06          3.03       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      10          8.90       1866      03          6.41       1877      08          4.28       1889      03          3.61       1900      06          3.46       1912      04          2.54       ----      --          -.--       ----      --          -.--       1943      12          3.32       ----      --          -.--       1964      07          2.14       1975      01          3.30       1986      06          2.90       ----      --          -.--       2006      07          3.00       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      11          8.64       1866      04          6.27       1877      09          4.22       1889      04          3.59       1900      07          3.33       1912      05          2.53       ----      --          -.--       ----      --          -.--       1944      01          3.25       ----      --          -.--       1964      08          2.15       1975      02          3.24       1986      07          2.84       ----      --          -.--       2006      08          2.97       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1853      12          8.42       1866      05          6.11       1877      10          4.06       1889      05          3.49       1900      08          3.21       1912      06          2.54       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1964      09          2.13       1975      03          3.17       1986      08          2.79       ----      --          -.--       2006      09          2.91       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      01          8.13       1866      06          5.78       1877      11          3.78       1889      06          3.39       1900      09          3.13       1912      07          2.58       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      04          2.96       1986      09          2.71       ----      --          -.--       2006      10          2.79       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      02          7.70       1866      07          5.24       1877      12          3.57       1889      07          3.44       1900      10          3.01       1912      08          2.61       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      05          2.80       ----      --          -.--       ----      --          -.--       2006      11          2.65       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      03          7.36       1866      08          4.47       1878      01          3.43       1889      08          3.41       1900      11          2.89       1912      09          2.60       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      06          2.70       ----      --          -.--       ----      --          -.--       2006      12          2.60       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      04          6.98       1866      09          3.91       1878      02          3.31       1889      09          3.32       1900      12          2.82       1912      10          2.55       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      07          2.56       ----      --          -.--       ----      --          -.--       2007      01          2.59       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      05          6.68       1866      10          3.56       1878      03          3.15       1889      10          3.27       1901      01          2.74       1912      11          2.50       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      08          2.44       ----      --          -.--       ----      --          -.--       2007      02          2.55       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      06          6.63       1866      11          3.21       1878      04          3.01       1889      11          3.26       1901      02          2.67       1912      12          2.44       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      09          2.44       ----      --          -.--       ----      --          -.--       2007      03          2.52       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      07          6.51       1866      12          2.81       1878      05          2.88       1889      12          3.23       1901      03          2.60       1913      01          2.41       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      10          2.57       ----      --          -.--       ----      --          -.--       2007      04          2.50       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      08          6.36       1867      01          2.50       1878      06          2.78       1890      01          3.20       1901      04          2.49       1913      02          2.40       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      11          2.69       ----      --          -.--       ----      --          -.--       2007      05          2.46       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      09          6.28       1867      02          2.30       1878      07          2.74       1890      02          3.13       1901      05          2.43       1913      03          2.34       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1975      12          2.74       ----      --          -.--       ----      --          -.--       2007      06          2.41       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      10          6.02       1867      03          2.17       1878      08          2.67       ----      --          -.--       1901      06          2.42       1913      04          2.28       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1976      01          2.59       ----      --          -.--       ----      --          -.--       2007      07          2.38       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      11          5.62       1867      04          2.14       1878      09          2.55       ----      --          -.--       1901      07          2.46       1913      05          2.26       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       1976      02          2.38       ----      --          -.--       ----      --          -.--       2007      08          2.36       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1854      12          5.24       ----      --          -.--       1878      10          2.54       ----      --          -.--       1901      08          2.48       1913      06          2.24       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2007      09          2.35       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      01          4.76       ----      --          -.--       1878      11          2.57       ----      --          -.--       1901      09          2.50       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2007      10          2.34       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      02          4.30       ----      --          -.--       ----      --          -.--       ----      --          -.--       1901      10          2.55       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2007      11          2.33       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      03          3.81       ----      --          -.--       ----      --          -.--       ----      --          -.--       1901      11          2.50       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2007      12          2.30       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      04          3.55       ----      --          -.--       ----      --          -.--       ----      --          -.--       1901      12          2.43       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      01          2.26       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      05          3.28       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      02          2.27       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      06          2.76       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      03          2.29       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      07          2.36       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      04          2.30       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      08          2.11       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      05          2.29       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      09          1.77       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      06          2.25       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      10          1.56       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      07          2.19       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       1855      11          1.47       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      08          2.17       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      09          2.14       ----      --          -.--
  ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       ----      --          -.--       2008      10          2.12       ----      --          -.--
